序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
5142,000504,*ST生物,9.14,-3.18,-0.3,35292.0,32464537.0,3.71,9.42,9.07,9.37,9.44,1.71,1.07,432.37,12.45,3016411116.0,3008178718.0,-0.33,-0.22,-12.28,9.46
5143,920932,科达自控,22.83,-3.18,-0.75,31878.0,72094824.95,2.97,23.0,22.3,22.8,23.58,1.98,3.7,808.6,3.45,2405148491.0,1967517823.0,0.75,1.06,-6.93,50.4
5144,920019,铜冠矿建,21.04,-3.18,-0.69,27315.0,57970169.84,3.54,21.77,21.0,21.55,21.73,0.53,4.89,72.73,4.81,4424011368.0,1175397496.0,-0.14,0.05,-17.46,8.45
5145,688331,荣昌生物,90.79,-3.2,-3.0,59793.0,547641485.0,3.89,93.93,90.28,93.67,93.79,0.78,3.69,-56.91,21.71,51169992382.0,14728305339.0,0.0,-0.04,33.16,201.53
5146,300250,初灵信息,25.41,-3.2,-0.84,360971.0,930629891.96,7.7,27.08,25.06,26.62,26.25,0.93,22.89,687.49,10.36,5439454641.0,4006497534.0,-0.24,0.12,52.43,80.21
5147,600095,湘财股份,12.7,-3.2,-0.42,1014979.0,1294469411.0,1.98,12.92,12.66,12.75,13.12,1.39,3.55,128.2,3.04,36311684336.0,36311684336.0,0.0,0.08,11.8,76.39
5148,002184,海得控制,16.6,-3.21,-0.55,342337.0,574444074.52,3.44,17.19,16.6,16.95,17.15,0.78,14.24,264.07,5.09,5841678942.0,3990166966.0,0.0,-0.12,22.96,42.12
5149,300225,*ST金泰,6.33,-3.21,-0.21,279784.0,177259381.6,6.42,6.62,6.2,6.54,6.54,1.1,5.89,172.79,3.52,3009469305.0,3007111380.0,0.16,0.32,71.54,-1.71
5150,300618,寒锐钴业,47.44,-3.22,-1.58,130047.0,623904934.84,3.55,48.78,47.04,48.49,49.02,1.09,4.79,46.03,2.62,14626937573.0,12871456760.0,0.0,-0.06,24.42,41.11
5151,600167,联美控股,8.73,-3.22,-0.29,273039.0,240378574.0,3.77,9.04,8.7,8.94,9.02,0.78,1.21,18.83,1.82,19754597242.0,19754597242.0,0.0,0.34,43.82,57.87
5152,301009,可靠股份,13.52,-3.22,-0.45,62442.0,85018601.0,2.72,13.89,13.51,13.87,13.97,1.67,4.13,98.51,2.76,3675547200.0,2041993579.0,-0.07,0.0,-3.98,27.31
5153,300666,江丰电子,97.4,-3.23,-3.25,158280.0,1554825416.75,2.73,99.65,96.9,99.65,100.65,1.06,7.16,48.36,5.31,25842234524.0,21540702806.0,0.05,-0.02,36.47,40.85
5154,688619,罗普特,16.4,-3.24,-0.55,43362.0,71312105.0,4.42,17.0,16.25,16.77,16.95,1.01,2.34,-23.93,3.8,3041183889.0,3041183889.0,0.0,0.18,9.33,87.43
5155,300690,双一科技,33.14,-3.24,-1.11,114548.0,384033118.22,3.21,34.19,33.09,34.1,34.25,0.67,10.34,28.43,3.46,5479663176.0,3671294900.0,0.03,-0.12,30.52,47.95
5156,688046,药康生物,17.0,-3.24,-0.57,31970.0,55263365.0,4.27,17.69,16.94,17.62,17.57,0.77,0.78,47.57,3.17,6970000000.0,6970000000.0,-0.06,0.06,7.8,33.44
5157,301262,海看股份,25.34,-3.25,-0.85,136943.0,348782930.86,2.83,25.96,25.22,25.96,26.19,0.74,11.22,22.8,2.8,10566780000.0,3093390433.0,0.08,0.0,-1.63,3.77
5158,603257,中国瑞林,67.36,-3.25,-2.26,26240.0,178153288.0,3.12,69.17,67.0,69.17,69.62,1.11,10.54,68.64,3.31,8083200000.0,1677264000.0,0.0,0.01,23.87,236.46
5159,300141,和顺电气,11.29,-3.26,-0.38,193565.0,221091013.0,4.11,11.72,11.24,11.54,11.67,0.81,7.6,-114.92,4.4,2911065534.0,2876000600.0,0.0,-0.09,17.48,6.11
5160,301308,江波龙,257.29,-3.27,-8.71,285844.0,7207111207.51,8.32,265.99,243.87,249.98,266.0,1.2,10.42,3651.63,16.0,107841885746.0,70599835176.0,0.03,-0.19,199.35,199.17
5161,001386,C马可波,26.62,-3.27,-0.9,341088.0,903868000.93,4.14,27.13,25.99,27.12,27.52,0.63,34.85,24.29,2.68,31808770400.0,2605065250.0,-0.04,0.0,93.6,93.6
5162,002145,钛能化学,5.62,-3.27,-0.19,1017926.0,583723187.92,4.13,5.86,5.62,5.75,5.81,1.27,2.73,50.77,1.77,21393497668.0,20956265636.0,0.0,-0.35,29.49,33.18
5163,688080,映翰通,53.0,-3.28,-1.8,37168.0,198720510.0,4.47,54.48,52.03,53.92,54.8,1.27,5.05,28.55,3.48,3903774996.0,3903774996.0,0.26,0.28,9.3,61.98
5164,603608,天创时尚,7.66,-3.28,-0.26,176484.0,135345806.0,4.67,7.79,7.42,7.7,7.92,0.83,4.2,239.15,3.01,3215024667.0,3215024667.0,-0.26,-0.13,22.95,105.91
5165,002836,新宏泽,10.89,-3.29,-0.37,79991.0,87171756.57,3.82,11.2,10.77,11.2,11.26,0.74,3.47,46.74,6.64,2509056000.0,2509056000.0,0.46,0.09,10.33,52.95
5166,301668,昊创瑞通,58.29,-3.29,-1.98,68393.0,405509726.58,6.16,61.48,57.77,60.11,60.27,0.58,29.67,52.04,6.32,6411900000.0,1343471767.0,0.12,-0.1,177.57,177.57
5167,601168,西部矿业,24.05,-3.3,-0.82,584487.0,1421653325.0,4.22,24.85,23.8,24.65,24.87,1.11,2.45,14.59,3.24,57311150000.0,57311150000.0,0.0,0.04,40.32,59.59
5168,002251,步步高,5.52,-3.33,-0.19,2100155.0,1161687258.93,3.33,5.64,5.45,5.63,5.71,1.08,9.76,49.36,1.81,14841622283.0,11881646097.0,0.18,0.18,4.55,39.75
5169,001216,华瓷股份,15.02,-3.35,-0.52,83041.0,125450419.74,3.15,15.47,14.98,15.43,15.54,1.94,3.38,15.01,2.09,3783037834.0,3690210464.0,0.0,-0.13,-2.47,21.62
5170,300852,四会富仕,40.7,-3.35,-1.41,85106.0,348727591.7,3.23,41.7,40.34,41.43,42.11,1.3,5.63,36.56,2.94,6383168261.0,6156678703.0,0.2,0.1,24.05,56.06
5171,603289,泰瑞机器,10.94,-3.36,-0.38,120369.0,131790108.0,4.68,11.2,10.67,11.1,11.32,1.55,4.1,36.32,2.2,3209627863.0,3209627863.0,0.09,0.18,10.17,35.06
5172,603889,新澳股份,7.71,-3.38,-0.27,155675.0,120874992.0,3.63,7.94,7.65,7.9,7.98,0.93,2.16,11.19,1.57,5630593286.0,5556278909.0,0.13,0.26,27.65,14.9
5173,001239,永达股份,17.15,-3.38,-0.6,87724.0,150698431.06,3.38,17.6,17.0,17.58,17.75,0.86,7.7,42.9,2.99,4116000000.0,1955100000.0,0.06,0.06,-8.68,16.91
5174,002057,中钢天源,10.87,-3.38,-0.38,286863.0,315931167.51,2.93,11.19,10.86,11.19,11.25,1.44,3.81,27.71,2.53,8194715884.0,8189728837.0,0.09,-0.09,5.84,53.1
5175,600661,昂立教育,10.57,-3.38,-0.37,57836.0,61782546.0,4.02,10.99,10.55,10.99,10.94,0.96,2.02,524.33,52.24,3028821133.0,3028821133.0,0.09,0.09,-7.2,-9.81
5176,000400,许继电气,25.64,-3.39,-0.9,396895.0,1022569979.84,1.85,26.1,25.61,26.03,26.54,1.16,3.92,21.73,2.21,26117474464.0,25940020281.0,-0.04,-0.08,12.46,-5.25
5177,688256,寒武纪-U,1478.58,-3.4,-52.1,104311.0,15591302965.0,5.02,1533.79,1457.0,1505.0,1530.68,0.8,2.49,291.42,55.12,623495258659.0,618564274202.0,0.04,0.05,117.76,124.71
5178,000506,招金黄金,11.6,-3.41,-0.41,432523.0,504526984.0,2.91,11.9,11.55,11.89,12.01,0.72,4.66,98.37,16.83,10776606028.0,10771578588.0,0.09,0.26,7.91,192.19
5179,300609,汇纳科技,39.32,-3.41,-1.39,84276.0,338426911.0,5.85,41.27,38.89,40.88,40.71,1.6,7.03,-135.19,4.67,4722897697.0,4715714719.0,0.0,0.38,1.42,59.58
5180,002052,同洲电子,15.81,-3.42,-0.56,303590.0,484213583.64,3.48,16.3,15.73,16.3,16.37,1.01,4.4,29.29,41.0,11896071562.0,10899210921.0,0.06,0.13,40.91,154.18
5181,300127,银河磁体,34.67,-3.43,-1.23,164155.0,574674684.8,4.29,35.89,34.35,35.8,35.9,1.06,7.11,57.84,7.56,11203484301.0,8002395574.0,0.0,0.17,11.41,43.09
5182,688708,佳驰科技,73.19,-3.43,-2.6,15424.0,115088446.0,5.04,76.48,72.66,75.0,75.79,1.43,4.02,88.32,8.86,29276731900.0,2811198624.0,0.03,-0.77,-8.28,20.18
5183,002532,天山铝业,12.92,-3.44,-0.46,740754.0,964098837.19,6.05,13.38,12.57,13.28,13.38,1.15,1.79,13.5,2.07,60102359562.0,53359670440.0,0.7,0.62,37.74,68.45
5184,688337,普源精电,39.3,-3.44,-1.4,58942.0,231264974.0,4.3,40.09,38.34,39.7,40.7,1.37,3.16,140.7,2.43,7628288379.0,7330071097.0,-0.08,-0.2,13.42,1.81
5185,000070,特发信息,10.11,-3.44,-0.36,562512.0,569058789.24,3.34,10.36,10.01,10.36,10.47,0.92,6.33,853.77,6.04,9102485524.0,8984543194.0,0.1,0.2,33.73,75.83
5186,300697,电工合金,17.35,-3.45,-0.62,164801.0,288223453.64,2.95,17.76,17.23,17.7,17.97,1.16,4.98,44.18,6.12,7506304000.0,5747014000.0,0.0,0.29,19.82,81.49
5187,301622,英思特,77.57,-3.46,-2.78,19969.0,155809647.48,2.48,79.49,77.5,79.4,80.35,1.47,6.89,55.04,5.76,8992835932.0,2248208983.0,0.01,0.0,-9.96,25.36
5188,603839,安正时尚,8.91,-3.47,-0.32,116991.0,105733683.0,3.9,9.25,8.89,9.24,9.23,0.83,3.01,78.48,1.88,3466297395.0,3466297395.0,0.0,-0.11,25.67,64.39
5189,000655,金岭矿业,10.27,-3.48,-0.37,301148.0,312713932.49,4.04,10.64,10.21,10.5,10.64,0.65,5.06,20.8,1.74,6114144162.0,6114144162.0,0.1,0.2,22.55,71.45
5190,600489,中金黄金,22.13,-3.49,-0.8,821793.0,1843968958.0,3.71,22.85,22.0,22.5,22.93,0.78,1.7,19.9,3.79,107271027041.0,107271027041.0,-0.05,0.05,49.43,90.12
5191,600810,神马股份,9.4,-3.49,-0.34,368754.0,350343691.0,3.29,9.7,9.38,9.65,9.74,0.74,3.61,-128.86,1.28,9682808221.0,9590443821.0,0.0,-0.11,3.07,16.92
5192,000060,中金岭南,5.5,-3.51,-0.2,1289533.0,715512067.96,3.16,5.65,5.47,5.65,5.7,1.24,3.3,19.19,1.29,21517461631.0,21517152256.0,0.0,-0.18,11.11,19.57
5193,002064,华峰化学,8.52,-3.51,-0.31,373567.0,320334057.9,4.08,8.83,8.47,8.82,8.83,2.09,0.75,21.7,1.57,42280874002.0,42161863873.0,0.0,0.0,11.66,6.77
5194,601179,中国西电,7.41,-3.52,-0.27,2458261.0,1829794996.0,3.52,7.64,7.37,7.5,7.68,1.43,4.8,30.35,1.68,37982788228.0,37982788228.0,0.27,0.14,11.09,-1.2
5195,300642,透景生命,22.76,-3.52,-0.83,130979.0,302829716.6,5.43,23.92,22.64,23.53,23.59,0.8,9.51,480.49,2.52,3699775493.0,3134210546.0,0.04,0.09,33.96,62.92
5196,603017,中衡设计,10.1,-3.53,-0.37,138044.0,140088375.0,3.15,10.4,10.07,10.4,10.47,0.98,5.0,37.18,1.88,2789521959.0,2789521959.0,0.1,0.0,7.45,28.99
5197,300672,国科微,92.41,-3.54,-3.39,72772.0,677182576.28,3.35,94.9,91.69,94.9,95.8,1.11,3.46,2032.23,4.93,20065969500.0,19437303253.0,0.12,0.15,11.63,39.07
5198,603268,*ST松发,55.35,-3.54,-2.03,34450.0,193371283.0,6.31,58.32,54.7,58.3,57.38,1.82,2.77,31.7,6.66,53732579071.0,6872743080.0,-0.05,-0.14,22.27,39.56
5199,001268,联合精密,30.43,-3.55,-1.12,25742.0,77853347.8,2.82,30.71,29.82,30.55,31.55,1.95,4.09,41.37,3.2,3284411354.0,1915061354.0,0.07,0.03,8.52,78.89
5200,600635,大众公用,6.79,-3.55,-0.25,2223447.0,1524098102.0,4.69,7.08,6.75,6.98,7.04,0.58,9.19,30.1,2.25,20047031443.0,16423595473.0,0.0,0.44,60.9,53.97
5201,301021,英诺激光,44.78,-3.55,-1.65,100852.0,455559246.95,4.16,46.43,44.5,46.03,46.43,0.77,6.63,401.76,6.89,6813363515.0,6808280179.0,0.09,0.07,44.64,73.63
5202,003030,祖名股份,20.35,-3.55,-0.75,70654.0,144240471.04,2.23,20.67,20.2,20.35,21.1,1.36,8.9,59.21,2.49,2539273000.0,1615502048.0,0.15,0.15,5.11,33.62
5203,300004,南风股份,11.13,-3.55,-0.41,331605.0,369556664.0,3.64,11.42,11.0,11.33,11.54,1.37,6.91,119.77,3.0,5342328746.0,5342328746.0,0.0,0.09,26.91,80.98
5204,300554,三超新材,25.77,-3.56,-0.95,73243.0,191082943.62,4.3,26.88,25.73,26.79,26.72,0.79,9.26,-115.45,4.56,2943232339.0,2039404840.0,0.04,0.04,5.18,17.67
5205,920015,锦华新材,48.4,-3.57,-1.79,73631.0,362304894.96,5.7,50.87,48.01,48.9,50.19,0.98,23.73,32.24,4.22,6561426683.0,1502013366.0,0.06,0.25,166.67,166.67
5206,300835,龙磁科技,58.48,-3.58,-2.17,49565.0,291692081.94,5.16,60.58,57.45,60.48,60.65,1.59,6.02,39.23,5.84,6973596139.0,4811952296.0,-0.03,0.09,-2.19,90.3
5207,688314,康拓医疗,34.15,-3.59,-1.27,17118.0,58107461.0,3.92,34.39,33.0,34.39,35.42,2.75,2.11,27.12,4.03,2774317724.0,2774317724.0,0.0,0.09,-6.49,20.16
5208,601921,浙版传媒,8.04,-3.6,-0.3,397684.0,321613748.0,2.64,8.25,8.03,8.2,8.34,2.82,1.79,21.15,1.31,17866666673.0,17866666673.0,0.0,-0.12,-0.74,7.49
5209,300675,建科院,17.37,-3.61,-0.65,179287.0,314526714.64,3.83,17.96,17.27,17.92,18.02,0.84,12.22,-23.87,4.64,2547600579.0,2547600579.0,-0.12,-0.52,9.87,7.82
5210,002379,宏创控股,19.45,-3.62,-0.73,173731.0,341237447.2,4.96,20.24,19.24,20.18,20.18,0.95,1.53,-93.63,12.0,22102469496.0,22102469496.0,0.1,0.0,25.16,116.83
5211,688170,德龙激光,33.79,-3.62,-1.27,37025.0,126596703.0,4.16,35.06,33.6,34.53,35.06,1.36,3.58,-112.78,2.87,3492534400.0,3492534400.0,0.18,0.12,-10.18,50.24
5212,000833,粤桂股份,15.4,-3.63,-0.58,462183.0,715088931.72,3.94,15.86,15.23,15.8,15.98,0.9,10.19,20.87,3.16,12352066203.0,6987011200.0,0.2,0.06,22.61,36.89
5213,300569,天能重工,6.33,-3.65,-0.24,429845.0,274790849.46,3.04,6.52,6.32,6.5,6.57,0.78,4.22,57.76,1.25,6473758225.0,6454094124.0,0.0,0.0,14.47,27.36
5214,000006,深振业Ａ,12.81,-3.68,-0.49,999026.0,1284892831.68,5.11,13.26,12.58,13.2,13.3,0.76,7.4,-121.82,3.24,17293436539.0,17293338543.0,-0.47,-0.62,100.16,75.0
5215,688006,杭可科技,31.37,-3.71,-1.21,163805.0,509907147.0,4.67,31.87,30.35,30.96,32.58,2.26,2.71,36.84,3.46,18937195408.0,18937195408.0,-0.03,-0.03,53.32,77.43
5216,300483,首华燃气,14.22,-3.72,-0.55,197181.0,284417059.2,3.72,14.72,14.17,14.56,14.77,0.67,7.26,-1790.04,2.03,3864107293.0,3862400893.0,-0.14,-0.35,26.51,44.51
5217,300994,久祺股份,18.85,-3.73,-0.73,107207.0,202653665.57,5.11,19.53,18.53,19.5,19.58,2.12,9.19,25.49,3.67,4393708800.0,2199116400.0,-0.05,0.11,7.59,73.25
5218,601899,紫金矿业,29.84,-3.74,-1.16,2642452.0,7986327533.0,3.16,30.79,29.81,30.5,31.0,1.02,1.28,15.71,4.73,793074806370.0,614344080066.0,-0.03,0.03,52.4,104.1
5219,688577,浙海德曼,113.5,-3.74,-4.41,19798.0,224653519.0,7.48,119.0,110.18,119.0,117.91,0.96,1.78,306.68,12.96,12630249242.0,12630249242.0,0.27,0.53,123.21,311.83
5220,600793,宜宾纸业,24.15,-3.75,-0.94,84764.0,206359557.0,5.22,25.12,23.81,25.1,25.09,1.04,4.79,96.81,17.44,4272231648.0,4272231648.0,-0.04,-0.41,-6.07,3.96
5221,603790,雅运股份,20.51,-3.75,-0.8,32168.0,66925437.0,4.74,21.41,20.4,21.41,21.31,1.64,1.68,44.91,3.11,3924793600.0,3924793600.0,-0.29,-0.44,11.65,88.17
5222,000063,中兴通讯,49.39,-3.76,-1.93,1960553.0,9748756811.59,3.25,50.59,48.92,50.4,51.32,1.06,4.87,33.29,3.15,236258788069.0,198911314203.0,-0.06,0.06,43.28,24.16
5223,605333,沪光股份,32.93,-3.77,-1.29,73410.0,242436106.0,3.24,33.74,32.63,32.96,34.22,1.86,1.68,26.98,4.47,15280850570.0,14383036347.0,0.09,0.15,2.84,1.64
5224,002837,英维克,75.27,-3.78,-2.96,543168.0,4106784238.67,3.2,77.3,74.8,76.99,78.23,1.16,6.39,138.14,22.19,73505360109.0,63994175392.0,-0.07,-0.05,128.16,143.43
5225,300670,大烨智能,8.64,-3.79,-0.34,143508.0,125554016.0,5.01,9.01,8.56,8.93,8.98,1.22,6.39,-31.67,4.58,2738192939.0,1941358113.0,0.23,0.23,20.0,49.22
5226,920438,戈碧迦,38.89,-3.79,-1.53,58645.0,231676589.82,6.9,41.09,38.3,40.45,40.42,1.21,4.21,194.21,5.68,5624660700.0,5421034605.0,0.05,0.26,97.91,146.3
5227,688608,恒玄科技,262.08,-3.82,-10.4,48199.0,1270267003.0,3.2,269.9,261.17,268.0,272.48,1.11,2.86,72.52,6.56,44211254069.0,44211254069.0,-0.06,-0.15,5.4,13.1
5228,300918,南山智尚,19.63,-3.82,-0.78,140375.0,279597247.54,4.26,20.47,19.6,20.47,20.41,2.13,3.23,63.5,2.62,9935418802.0,8533275953.0,-0.05,-0.1,0.05,93.97
5229,000831,中国稀土,53.78,-3.83,-2.14,445176.0,2424539720.77,4.15,55.93,53.61,55.92,55.92,1.04,4.19,176.47,11.89,57072455000.0,57072455000.0,0.0,0.06,17.19,91.73
5230,600592,龙溪股份,24.29,-3.84,-0.97,244250.0,591161366.0,2.65,24.67,24.0,24.67,25.26,1.83,6.11,62.24,3.82,9705156240.0,9705156240.0,0.0,0.04,7.53,149.38
5231,603156,养元饮品,28.8,-3.84,-1.15,159184.0,463503589.0,4.71,29.96,28.55,29.7,29.95,0.81,1.26,24.33,4.04,36295993901.0,36295993901.0,-0.1,-0.1,32.84,37.27
5232,920641,格利尔,19.29,-3.84,-0.77,28804.0,56152768.98,5.43,20.2,19.11,20.1,20.06,1.05,6.45,229.76,4.22,1448196750.0,861440185.0,0.63,0.36,4.21,59.55
5233,002202,金风科技,14.97,-3.85,-0.6,1650843.0,2498289281.33,4.62,15.6,14.88,15.58,15.57,0.95,4.92,18.36,1.65,63249262676.0,50229098170.0,0.0,0.0,54.01,46.91
5234,301121,紫建电子,47.35,-3.86,-1.9,42813.0,204384583.6,4.35,48.9,46.76,48.86,49.25,0.77,8.46,289.28,2.81,4679413799.0,2395514249.0,-0.11,0.11,14.65,25.03
5235,000426,兴业银锡,29.54,-3.87,-1.19,587802.0,1757823088.85,4.43,30.82,29.46,30.81,30.73,0.91,3.31,32.96,6.2,52452279730.0,52439569407.0,-0.1,-0.07,59.42,167.33
5236,000737,北方铜业,15.67,-3.87,-0.63,827470.0,1321455620.7,3.99,16.3,15.65,16.04,16.3,1.08,4.34,32.48,4.48,29846906536.0,29844112967.0,0.0,-0.06,39.04,103.77
5237,002939,长城证券,11.41,-3.88,-0.46,963737.0,1102244382.74,2.02,11.6,11.36,11.5,11.87,1.45,2.68,17.88,1.46,46032811568.0,41106346390.0,-0.09,0.09,23.75,40.69
5238,002076,*ST星光,1.98,-3.88,-0.08,759495.0,152457540.76,6.8,2.1,1.96,2.05,2.06,1.48,7.29,-412.65,7.58,2196066492.0,2063702979.0,1.02,1.02,6.45,-17.5
5239,300893,松原安全,25.23,-3.89,-1.02,82532.0,211243015.41,6.21,26.7,25.07,26.33,26.25,1.14,3.29,34.01,6.16,11928232033.0,6323938430.0,0.12,0.12,41.11,70.59
5240,688766,普冉股份,145.98,-3.9,-5.92,165738.0,2400899812.0,6.98,149.6,139.0,139.0,151.9,1.2,11.19,265.29,9.65,21612207910.0,21612207910.0,0.0,-0.06,130.07,102.52
5241,301091,深城交,30.48,-3.91,-1.24,112497.0,347726927.06,4.07,31.68,30.39,31.52,31.72,1.0,2.13,279.88,6.79,16071494400.0,16071494400.0,0.07,0.0,5.8,-16.86
5242,601126,四方股份,26.78,-3.91,-1.09,481548.0,1293399886.0,4.66,27.8,26.5,27.43,27.87,0.8,5.88,23.43,4.97,22313323630.0,21946643836.0,-0.33,-0.07,56.52,64.9
5243,605318,法狮龙,68.5,-3.91,-2.79,74336.0,520482937.0,8.4,73.99,68.0,72.04,71.29,0.76,5.91,-4483.24,13.33,8612438418.0,8612438418.0,0.04,0.09,131.65,237.44
5244,300476,胜宏科技,327.0,-3.91,-13.32,782912.0,25764235485.42,6.2,341.1,320.0,320.0,340.32,1.43,9.15,65.78,18.76,284604225351.0,279651164526.0,0.03,0.27,78.91,682.48
5245,300391,*ST长药,3.68,-3.92,-0.15,164679.0,61162371.75,3.39,3.8,3.67,3.77,3.83,2.35,4.7,-4.61,-2.01,1289236892.0,1289236892.0,-0.27,0.0,-14.81,-26.98
5246,301315,威士顿,51.27,-3.93,-2.1,69507.0,354194243.93,3.92,52.18,50.09,50.88,53.37,2.64,18.79,157.49,4.44,4511760000.0,1896990000.0,-0.02,0.12,-4.56,-24.48
5247,300812,易天股份,26.3,-3.94,-1.08,119972.0,316591279.4,4.35,27.27,26.08,27.03,27.38,0.72,12.94,79.65,4.7,3684025863.0,2438221899.0,0.15,0.19,13.17,19.33
5248,603173,福斯达,44.57,-3.94,-1.83,42732.0,193254190.0,6.55,47.06,44.02,46.28,46.4,1.73,8.63,15.51,3.77,7131200000.0,2207997800.0,0.22,0.27,8.1,97.65
5249,601611,中国核建,13.38,-3.95,-0.55,2169589.0,2937652396.0,4.81,13.9,13.23,13.3,13.93,0.85,7.2,25.28,1.89,40325101757.0,40325101757.0,-0.07,-0.22,41.29,49.5
5250,003001,中岩大地,23.85,-3.95,-0.98,58345.0,140906064.5,4.31,24.79,23.72,24.79,24.83,0.79,5.41,101.54,3.54,4213482645.0,2571638342.0,0.0,0.0,-24.76,-27.4
5251,688472,阿特斯,12.37,-3.96,-0.51,494336.0,616152056.0,5.12,12.9,12.24,12.81,12.88,0.79,3.55,31.21,1.96,45623248298.0,17228089929.0,0.08,0.57,32.3,-0.8
5252,300716,ST泉为,13.06,-3.97,-0.54,29494.0,39306710.0,6.18,13.79,12.95,13.61,13.6,0.88,1.84,-26.65,-1987.94,2089861200.0,2089861200.0,0.0,0.69,67.87,5.66
5253,300366,ST创意,6.51,-3.98,-0.27,224080.0,148236986.65,3.69,6.75,6.5,6.73,6.78,1.34,4.22,-17.67,2.29,3955320737.0,3453571210.0,0.0,-0.15,-19.83,-30.0
5254,301486,致尚科技,86.31,-3.99,-3.59,47132.0,410482097.75,11.12,90.0,80.0,86.5,89.9,1.46,6.51,51.03,4.25,11106456678.0,6253483594.0,0.19,0.24,25.21,81.9
5255,002287,奇正藏药,25.26,-3.99,-1.05,81428.0,207136521.85,2.96,26.0,25.22,26.0,26.31,2.39,1.43,25.59,3.01,14451705808.0,14423202222.0,-0.04,0.0,3.19,22.74
5256,300475,香农芯创,128.31,-4.0,-5.35,334449.0,4271459296.94,6.63,131.86,123.0,125.1,133.66,0.64,7.53,124.2,17.59,59506812044.0,57003997184.0,-0.23,0.3,278.16,351.32
5257,000669,ST金鸿,3.1,-4.02,-0.13,97558.0,30729391.0,4.02,3.23,3.1,3.21,3.23,1.45,1.43,-34.88,483.98,2109267271.0,2109267271.0,-0.64,-0.32,-3.13,46.92
5258,000425,徐工机械,10.23,-4.03,-0.43,2746240.0,2835276024.55,3.28,10.55,10.2,10.51,10.66,2.17,2.96,13.79,1.99,120232908491.0,95027994311.0,0.1,0.2,18.95,31.83
5259,688622,禾信仪器,127.51,-4.03,-5.36,14104.0,183505755.0,6.02,135.3,127.3,131.0,132.87,0.67,2.0,-257.31,23.32,8985058583.0,8985058583.0,-0.02,-0.02,59.35,110.38
5260,920808,曙光数创,84.68,-4.05,-3.57,19999.0,171439100.4,4.36,88.34,84.49,88.34,88.25,1.09,1.03,-207.69,24.69,16936000085.0,16479004226.0,0.0,-0.05,45.7,25.64
5261,600201,生物股份,10.63,-4.06,-0.45,380701.0,411764371.0,4.87,11.16,10.62,11.14,11.08,0.97,3.42,54.95,2.16,11817879390.0,11817879390.0,0.0,-0.09,18.9,55.64
5262,000807,云铝股份,21.95,-4.06,-0.93,712787.0,1596500413.81,5.07,23.04,21.88,22.83,22.88,0.91,2.06,12.98,2.36,76121665040.0,76120867069.0,0.0,-0.23,38.57,68.46
5263,688403,汇成股份,17.21,-4.07,-0.73,363316.0,632259320.0,3.85,17.8,17.11,17.65,17.94,0.81,4.23,76.87,4.33,14765528739.0,14765528739.0,-0.29,-0.17,60.54,94.02
5264,000408,藏格矿业,58.09,-4.11,-2.49,140921.0,831045099.24,4.61,60.59,57.8,60.35,60.58,1.35,0.9,24.87,6.04,91214413527.0,91213455042.0,0.02,0.0,25.09,117.32
5265,688332,中科蓝讯,141.0,-4.11,-6.05,39042.0,558348596.0,4.15,146.76,140.66,145.0,147.05,0.88,8.81,60.38,4.24,17004346200.0,6248323491.0,0.0,0.07,39.14,8.88
5266,002818,富森美,11.4,-4.12,-0.49,120821.0,138551813.26,3.45,11.71,11.3,11.7,11.89,5.69,4.05,13.41,1.55,8532431916.0,3401271977.0,-0.09,0.0,-3.06,-17.99
5267,300899,*ST凯鑫,27.95,-4.12,-1.2,17597.0,49356853.0,2.68,28.49,27.71,28.08,29.15,3.49,4.3,43.2,2.68,1782747875.0,1144163045.0,0.18,0.11,17.93,34.76
5268,002898,*ST赛隆,14.09,-4.15,-0.61,56336.0,80968429.9,6.73,14.96,13.97,14.7,14.7,1.83,5.56,-46.04,5.39,2479840000.0,1426789484.0,0.14,0.21,4.45,46.47
5269,300302,同有科技,22.07,-4.17,-0.96,413366.0,911711302.47,2.69,22.36,21.74,22.22,23.03,0.71,11.21,854.14,9.86,10577352022.0,8139722663.0,0.0,-0.05,45.58,40.04
5270,920505,九菱科技,50.91,-4.18,-2.22,25699.0,131653625.74,5.65,53.5,50.5,53.5,53.13,0.94,7.08,183.88,9.93,3302416134.0,1846871794.0,-0.02,0.06,-23.98,173.56
5271,688082,盛美上海,186.7,-4.2,-8.18,39829.0,756698632.0,3.4,193.15,186.53,193.15,194.88,0.95,0.91,64.39,7.07,89595932364.0,81421276785.0,0.01,0.04,53.07,87.92
5272,600111,北方稀土,51.07,-4.2,-2.24,1994495.0,10298512165.0,4.67,53.39,50.9,53.33,53.31,1.34,5.52,89.84,7.73,184621412551.0,184621412551.0,0.0,0.02,27.48,141.01
5273,688581,安杰思,63.41,-4.21,-2.79,22996.0,147503844.0,4.56,66.1,63.08,64.07,66.2,3.77,5.53,21.8,2.06,5143951029.0,2635300640.0,0.0,0.19,-23.0,8.73
5274,000016,深康佳Ａ,5.67,-4.22,-0.25,1306379.0,745376035.83,3.21,5.82,5.63,5.72,5.92,1.08,8.18,-17.81,7.33,13653050463.0,9052686846.0,0.0,0.0,14.78,2.72
